UTC Time;Discharge;Temperature;Radiation;Pressure;Humidity
24/01/2009 20:00;0,288;3,5;0;988;92
24/01/2009 21:00;0,313;3,4;0;987,3;93
24/01/2009 22:00;0,34;2,9;0;986,8;94
24/01/2009 23:00;0,355;2,6;0;986,1;94
25/01/2009 0:00;0,375;2,8;0;985,1;96
25/01/2009 1:00;0,355;2,8;0;984,7;97
25/01/2009 2:00;0,355;2,8;0;984,8;99
25/01/2009 3:00;0,355;2,7;0;984,9;98
25/01/2009 4:00;0,326;2,6;2;984,6;100
25/01/2009 5:00;0,313;2,3;9;984,5;100
25/01/2009 6:00;0,3;2,1;18;984,8;100
25/01/2009 7:00;0,276;2,1;35;985;100
25/01/2009 8:00;0,254;2;44;984,9;100
25/01/2009 9:00;0,241;2,1;86;985,1;100
25/01/2009 10:00;0,231;2,1;43;985,2;100
25/01/2009 11:00;0,212;2,3;42;985,2;100
25/01/2009 12:00;0,204;2,3;45;984,9;95
25/01/2009 13:00;0,212;2,5;70;984,9;95
25/01/2009 14:00;0,221;2,6;114;984,7;100
25/01/2009 15:00;0,231;2,3;114;985;100
25/01/2009 16:00;0,241;2,6;86;985;99
25/01/2009 17:00;0,241;2,6;47;985,1;99
25/01/2009 18:00;0,254;2,8;23;985;98
25/01/2009 19:00;0,265;3,3;12;984,9;100
25/01/2009 20:00;0,288;2,4;1;984,9;100
25/01/2009 21:00;0,313;2,4;0;984,7;100
25/01/2009 22:00;0,326;3;0;984,4;100
25/01/2009 23:00;0,3;2,8;0;984,1;100
26/01/2009 0:00;0,288;2,4;0;983,7;100
26/01/2009 1:00;0,254;2,5;0;983,4;99
26/01/2009 2:00;0,241;2,1;0;982,8;98
26/01/2009 3:00;0,212;2,3;0;982,4;98
26/01/2009 4:00;0,195;2,2;1;982,3;98
26/01/2009 5:00;0,18;2,1;13;982;99
26/01/2009 6:00;0,172;2,4;25;981,6;96
26/01/2009 7:00;0,163;2,3;52;981,8;99
26/01/2009 8:00;0,172;2,3;109;982,3;97
26/01/2009 9:00;0,18;2,6;91;982,6;96
26/01/2009 10:00;0,18;2,5;54;982,8;96
26/01/2009 11:00;0,187;2,7;57;982,9;97
26/01/2009 12:00;0,195;3,3;49;983;96
26/01/2009 13:00;0,212;3,2;86;983,4;99
26/01/2009 14:00;0,231;2,7;86;983,7;100
26/01/2009 15:00;0,254;2,7;48;983,8;100
26/01/2009 16:00;0,265;2,8;40;984;100
26/01/2009 17:00;0,276;2,9;43;984,1;100
26/01/2009 18:00;0,276;3,3;39;984,4;100
26/01/2009 19:00;0,288;3,3;12;984,8;100
26/01/2009 20:00;0,313;3,1;4;985,4;99
26/01/2009 21:00;0,313;3;0;986;97
26/01/2009 22:00;0,313;3;0;986,4;96
26/01/2009 23:00;0,3;2,8;0;987,1;96
27/01/2009 0:00;0,3;2,7;0;987,5;95
27/01/2009 1:00;0,276;2,5;0;988;95
27/01/2009 2:00;0,265;2;0;988,4;96
27/01/2009 3:00;0,231;1,9;0;988,8;96
27/01/2009 4:00;0,212;1,9;5;989,1;97
27/01/2009 5:00;0,18;2,2;15;989,4;98
27/01/2009 6:00;0,172;2,2;19;989,4;96
27/01/2009 7:00;0,163;2,2;29;989,3;99
27/01/2009 8:00;0,163;2,3;63;989,5;99
27/01/2009 9:00;0,163;1,9;56;989,6;100
27/01/2009 10:00;0,163;1,9;62;989,9;100
27/01/2009 11:00;0,163;1,9;81;989,7;100
27/01/2009 12:00;0,172;2,3;65;989,5;100
27/01/2009 13:00;0,18;2,6;42;989,1;100
27/01/2009 14:00;0,18;2,4;49;988,5;100
27/01/2009 15:00;0,204;2,8;33;987,8;100
27/01/2009 16:00;0,241;3,1;24;987;100
27/01/2009 17:00;0,3;3;24;986,3;100
27/01/2009 18:00;0,34;3,2;11;986,3;100
27/01/2009 19:00;0,391;3,3;4;986,1;100
27/01/2009 20:00;0,407;3,1;1;986;100
27/01/2009 21:00;0,407;3,2;0;985,8;100
27/01/2009 22:00;0,407;3,2;0;986;95
27/01/2009 23:00;0,375;3;0;986,5;95
28/01/2009 0:00;0,355;3;0;987;100
28/01/2009 1:00;0,326;2,8;0;987,4;100
28/01/2009 2:00;0,313;2,4;0;988,5;99
28/01/2009 3:00;0,276;2,3;0;988,7;99
28/01/2009 4:00;0,254;2,2;1;989;98
28/01/2009 5:00;0,231;2;6;989;100
28/01/2009 6:00;0,212;2,1;24;988,8;100
28/01/2009 7:00;0,195;1,9;38;988,4;100
28/01/2009 8:00;0,195;2,1;57;987,8;100
28/01/2009 9:00;0,18;2,4;90;987,4;100
28/01/2009 10:00;0,187;2,4;58;986,3;100
28/01/2009 11:00;0,204;2,8;33;985,1;100
28/01/2009 12:00;0,231;2,9;22;984,1;100
28/01/2009 13:00;0,254;3,8;19;982,3;100
28/01/2009 14:00;0,3;3,4;43;980,9;100
28/01/2009 15:00;0,355;3,5;57;979,9;100
28/01/2009 16:00;0,391;3,5;33;979;100
28/01/2009 17:00;0,443;3,1;29;978,5;99
28/01/2009 18:00;0,462;3,3;34;977,7;99
28/01/2009 19:00;0,462;3,4;11;977,3;98
28/01/2009 20:00;0,462;3,1;1;976,9;100
28/01/2009 21:00;0,443;2,8;0;977,3;100
28/01/2009 22:00;0,425;2;0;979,5;100
28/01/2009 23:00;0,391;1,4;0;982;100
29/01/2009 0:00;0,355;1,7;0;983,1;100
29/01/2009 1:00;0,313;1,4;0;983,9;100
29/01/2009 2:00;0,276;1,6;0;984,6;100
29/01/2009 3:00;0,254;1,5;0;985,4;100
29/01/2009 4:00;0,221;1,1;1;985,5;100
29/01/2009 5:00;0,204;1;6;985,6;100
29/01/2009 6:00;0,187;1,1;18;985,3;100
29/01/2009 7:00;0,18;1,8;29;985,1;100
29/01/2009 8:00;0,172;2,4;62;985,3;100
29/01/2009 9:00;0,172;2,2;70;985,7;100
29/01/2009 10:00;0,172;2,4;77;986;100
29/01/2009 11:00;0,18;2,5;96;986;100
29/01/2009 12:00;0,187;2,7;97;986;99
29/01/2009 13:00;0,195;2,9;83;986,2;98
29/01/2009 14:00;0,212;2,9;99;986,5;99
29/01/2009 15:00;0,241;3,1;101;987;100
29/01/2009 16:00;0,265;3,8;61;987,1;100
29/01/2009 17:00;0,3;3,4;48;987,5;100
29/01/2009 18:00;0,34;3,4;19;987,3;100
29/01/2009 19:00;0,375;3,5;14;986,9;100
29/01/2009 20:00;0,407;3,6;1;986,5;100
29/01/2009 21:00;0,425;3;0;986,5;100
29/01/2009 22:00;0,407;2,3;0;986,2;99
29/01/2009 23:00;0,407;2,5;0;985,9;98
30/01/2009 0:00;0,355;2,2;0;985;99
30/01/2009 1:00;0,326;2,8;0;983,9;99
30/01/2009 2:00;0,313;3,1;0;982,8;100
30/01/2009 3:00;0,326;2,7;0;982;100
30/01/2009 4:00;0,391;2,8;1;980,9;100
30/01/2009 5:00;0,443;2,9;17;979,7;100
30/01/2009 6:00;0,502;3,5;78;978,4;100
30/01/2009 7:00;0,576;3,4;105;977,9;100
30/01/2009 8:00;0,601;2,7;95;978;99
30/01/2009 9:00;0,545;2,1;173;978,6;99
30/01/2009 10:00;0,443;2,2;108;979,1;99
30/01/2009 11:00;0,391;2,9;154;979;98
30/01/2009 12:00;0,313;3,6;102;978,7;93
30/01/2009 13:00;0,313;3,3;204;978,3;91
30/01/2009 14:00;0,326;3,5;167;978,4;90
30/01/2009 15:00;0,355;3,3;156;978,3;92
30/01/2009 16:00;0,407;3,4;63;978,6;90
30/01/2009 17:00;0,443;3,5;19;978,9;89
30/01/2009 18:00;0,462;3,8;9;979,3;83
30/01/2009 19:00;0,523;3,4;2;979,4;85
30/01/2009 20:00;0,545;3,7;0;979,5;81
30/01/2009 21:00;0,545;2,2;0;979,1;94
30/01/2009 22:00;0,481;1,6;0;978,4;96
30/01/2009 23:00;0,443;1,4;0;977,3;98
31/01/2009 0:00;0,355;0,6;0;976,6;99
31/01/2009 1:00;0,288;0,8;0;976,7;99
31/01/2009 2:00;0,254;0,6;0;977,1;100
31/01/2009 3:00;0,221;0,5;0;978,2;100
31/01/2009 4:00;0,195;0,8;0;978,9;98
31/01/2009 5:00;0,18;1,1;10;979,4;97
31/01/2009 6:00;0,172;0,8;31;979,5;98
31/01/2009 7:00;0,163;0,6;29;979,8;99
31/01/2009 8:00;0,156;1;57;980,5;98
31/01/2009 9:00;0,156;1,3;67;981,1;96
31/01/2009 10:00;0,156;1;90;981,7;97
31/01/2009 11:00;0,15;1,8;105;982,1;95
31/01/2009 12:00;0,156;1,6;68;982,6;91
31/01/2009 13:00;0,156;1,8;147;982,9;94
31/01/2009 14:00;0,163;2,3;167;983,3;91
31/01/2009 15:00;0,18;2,9;101;984;92
31/01/2009 16:00;0,195;2,7;124;984,2;88
31/01/2009 17:00;0,231;2,7;103;984,7;89
31/01/2009 18:00;0,276;3,2;43;985;89
31/01/2009 19:00;0,313;3,2;22;986,1;79
31/01/2009 20:00;0,375;3,7;4;986,8;79
31/01/2009 21:00;0,462;3,3;0;987,3;79
31/01/2009 22:00;0,462;2,7;0;988;85
31/01/2009 23:00;0,481;2,3;0;988,9;89
